,plate,well,fov,model,umap1,umap2
11679,BR00117024,r12c06,04,45,9.35707,0.9403443
11680,BR00117026,r05c07,04,45,10.917738,0.32789102
11681,BR00117026,r05c07,04,45,10.586529,-1.8430332
11682,BR00117026,r05c07,04,45,11.373313,0.8264566
11683,BR00117025,r12c18,07,45,10.232736,3.7148216
11684,BR00117025,r12c18,07,45,11.114105,5.5497465
11685,BR00117026,r13c04,08,45,11.123764,0.04019561
11686,BR00117026,r13c04,08,45,12.521145,7.836877
11687,BR00117012,r02c14,05,45,9.745911,7.0748663
11688,BR00117012,r02c14,05,45,12.3115015,4.9513583
11689,BR00117012,r06c09,04,45,10.13089,8.573817
11690,BR00117013,r14c22,05,45,9.097713,5.951412
11691,BR00117013,r14c22,05,45,9.263155,6.29946
11692,BR00117024,r13c01,02,45,10.965163,-0.9198044
11693,BR00117025,r01c09,09,45,10.091125,0.9725853
11694,BR00117025,r01c09,09,45,13.777561,5.4132595
11695,BR00117010,r08c13,05,45,10.597843,2.0356698
11696,BR00117010,r08c13,05,45,11.233933,7.6810555
11697,BR00117013,r01c02,08,45,9.862196,10.36103
11698,BR00117013,r01c02,08,45,9.934052,4.281641
11699,BR00116995,r12c18,09,45,11.563576,0.887398
11700,BR00116995,r12c18,09,45,12.581144,3.3831973
11701,BR00116995,r12c18,09,45,9.853271,3.1304069
11702,BR00117010,r11c13,09,45,10.588956,10.586736
11703,BR00117010,r11c13,09,45,9.607404,5.2355523
11704,BR00117012,r03c12,07,45,8.753913,6.13099
11705,BR00117024,r09c22,05,45,9.945059,11.378976
11706,BR00117024,r09c22,05,45,12.384673,4.849877
11707,BR00117013,r06c06,03,45,10.640382,-0.8421831
11708,BR00117013,r06c06,03,45,9.979566,2.408725
11709,BR00117024,r09c22,03,45,10.589541,1.3401827
11710,BR00117024,r13c17,05,45,10.795777,4.1970444
11711,BR00117024,r13c17,05,45,11.54457,2.5181284
11712,BR00117012,r11c05,03,45,6.626768,9.883433
11713,BR00117026,r09c22,06,45,9.595954,11.54595
11714,BR00117026,r04c22,08,45,11.676385,6.4190836
11715,BR00117026,r04c22,08,45,11.778315,3.0138516
11716,BR00116995,r09c22,02,45,11.491072,4.2652626
11717,BR00116995,r09c22,02,45,12.141826,4.9126377
11718,BR00117013,r04c21,01,45,10.0048895,3.1690917
11719,BR00117013,r04c21,01,45,10.314645,8.481552
11720,BR00117026,r12c05,02,45,11.183888,8.503663
11721,BR00117024,r15c07,01,45,10.517972,7.590751
11722,BR00117024,r15c07,01,45,10.972791,7.623632
11723,BR00117024,r15c07,01,45,11.45874,9.456702
11724,BR00117025,r16c05,08,45,11.754524,9.448433
11725,BR00117024,r10c14,01,45,9.54452,8.466436
11726,BR00117024,r10c14,01,45,10.574111,1.0977471
11727,BR00117013,r12c18,05,45,10.623518,4.468323
11728,BR00117013,r12c18,05,45,11.144468,3.947557
11729,BR00117013,r03c03,06,45,9.860407,2.651496
11730,BR00117013,r03c03,06,45,11.104922,10.323336
11731,BR00117013,r03c03,06,45,11.499911,6.2247467
11732,BR00116995,r10c14,02,45,9.721297,-2.0880654
11733,BR00116995,r10c14,02,45,10.387462,-1.9847479
11734,BR00116995,r10c14,02,45,12.2095585,2.0567212
11735,BR00116995,r04c21,07,45,10.707429,5.826141
11736,BR00116995,r04c21,07,45,10.280442,4.421784
11737,BR00117024,r04c14,04,45,10.101017,6.1339297
11738,BR00117024,r04c14,04,45,10.882547,2.6932724
11739,BR00117013,r04c14,03,45,9.858827,-0.10583958
11740,BR00117013,r04c14,03,45,11.444959,7.5476503
11741,BR00117013,r04c14,03,45,9.758188,-1.9504164
11742,BR00117013,r04c14,03,45,10.173568,-0.36431932
11743,BR00117012,r10c19,01,45,9.080525,11.531148
11744,BR00117012,r10c19,01,45,11.665453,3.8839982
11745,BR00117012,r10c19,01,45,8.781581,6.6616483
11746,BR00117026,r06c01,02,45,9.616079,-1.3452233
11747,BR00117026,r06c01,02,45,10.262882,-2.1364226
11748,BR00117026,r06c01,02,45,10.200608,-2.1785517
11749,BR00117010,r13c22,03,45,10.395204,0.64070857
11750,BR00117010,r13c17,05,45,9.838004,8.361056
11751,BR00117010,r13c17,05,45,8.856033,5.9211197
11752,BR00117010,r13c17,05,45,11.415141,8.376086
11753,BR00117026,r04c15,08,45,11.4018135,9.265153
11754,BR00117013,r07c04,05,35,10.727539,1.1612346
11755,BR00117010,r07c13,03,35,10.057743,9.752751
11756,BR00117010,r07c13,03,35,9.939205,-0.7584608
11757,BR00117010,r07c13,03,35,10.629511,2.5567913
11758,BR00117013,r08c17,02,35,10.008986,6.8617578
11759,BR00117026,r11c06,02,35,10.170728,0.26727986
11760,BR00117026,r11c06,02,35,12.645054,3.1372025
11761,BR00117026,r11c06,02,35,10.001024,5.6295915
11762,BR00117026,r09c21,03,35,9.294072,9.470216
11763,BR00117026,r09c21,03,35,10.021018,1.7938447
11764,BR00117026,r09c21,03,35,9.767018,9.79731
11765,BR00117010,r07c04,01,35,11.370134,4.628547
11766,BR00117010,r07c04,01,35,11.535213,3.0837772
11767,BR00117013,r06c01,01,35,10.164037,1.1725922
11768,BR00117013,r06c01,01,35,10.269196,4.694728
11769,BR00117025,r08c17,06,35,11.556101,5.068245
11770,BR00117025,r08c17,06,35,10.713299,0.15021546
11771,BR00117025,r08c17,06,35,11.245448,2.8551161
11772,BR00117010,r07c18,02,35,10.352861,8.3741045
11773,BR00117011,r09c09,03,35,10.487382,10.123121
11774,BR00117024,r09c22,09,35,12.249754,7.656463
11775,BR00117024,r09c22,09,35,10.3953285,0.20170657
11776,BR00117026,r08c04,07,35,11.9217825,8.685993
11777,BR00117026,r08c04,07,35,13.057883,4.3503304
11778,BR00117026,r08c13,01,35,10.919791,-1.6485064
11779,BR00117024,r15c07,09,35,11.079912,-1.2150496
11780,BR00117024,r15c07,09,35,10.499346,-1.6375676
11781,BR00116995,r11c19,01,35,10.11217,5.5896
11782,BR00117024,r08c13,03,35,12.98629,6.8363023
11783,BR00116995,r06c09,05,35,13.043687,7.292476
11784,BR00117010,r12c02,07,35,9.315779,8.217786
11785,BR00117010,r07c18,09,35,10.687545,10.808124
11786,BR00117025,r09c22,09,35,12.276276,6.443598
11787,BR00117024,r07c09,01,35,10.649113,10.154694
11788,BR00116995,r11c19,09,35,11.372828,-0.3280584
11789,BR00117024,r12c06,09,35,12.1499815,6.0041623
11790,BR00117025,r08c13,02,35,11.175014,0.63357264
11791,BR00117025,r08c13,02,35,11.318435,8.59312
11792,BR00117013,r11c06,02,35,11.294202,2.1151252
11793,BR00117011,r09c21,01,35,12.855779,6.8343506
11794,BR00117011,r09c21,01,35,12.1531725,5.0802226
11795,BR00117026,r15c18,07,35,10.250351,-1.3447841
11796,BR00117024,r13c04,02,35,10.749861,5.2534924
11797,BR00117026,r09c10,06,35,11.612446,8.492165
11798,BR00117026,r09c10,06,35,12.729269,4.8470964
11799,BR00117024,r03c06,09,35,9.462657,5.992188
11800,BR00117013,r03c18,07,35,10.222309,11.1671295
11801,BR00117024,r06c03,04,35,11.814053,8.724245
11802,BR00117024,r07c10,06,35,9.8857155,0.85183764
11803,BR00117011,r15c18,02,35,10.481568,10.635969
11804,BR00117025,r04c15,06,35,10.774333,6.7986555
11805,BR00117024,r11c16,02,35,9.110197,10.018857
11806,BR00117010,r04c21,05,35,9.543927,7.960097
11807,BR00117010,r04c21,05,35,9.7036495,5.153871
11808,BR00117010,r06c09,06,35,9.561277,8.490987
11809,BR00117025,r13c23,08,35,11.595852,6.118186
11810,BR00117025,r13c23,08,35,10.40724,2.6412537
11811,BR00117025,r13c23,08,35,12.840143,5.81735
11812,BR00117025,r13c23,08,35,9.97057,-1.4753053
11813,BR00116995,r04c15,02,35,12.713673,5.5494394
11814,BR00116995,r04c15,02,35,10.079671,-2.220153
11815,BR00116995,r04c15,02,35,9.846722,10.503929
11816,BR00117011,r05c14,07,35,9.530111,5.3481646
11817,BR00117011,r05c14,07,35,11.802111,1.4394861
11818,BR00117013,r07c04,03,35,9.354991,3.758946
11819,BR00117011,r04c14,07,35,11.814729,4.4533134
11820,BR00117024,r06c06,06,35,10.099914,0.379336
11821,BR00117024,r06c06,06,35,9.76814,11.2742605
11822,BR00116995,r13c22,03,35,11.858678,3.4715996
11823,BR00116995,r13c22,03,35,11.706958,4.0300994
11824,BR00116995,r13c22,03,35,12.736826,6.839999
11825,BR00116995,r13c22,03,35,11.4592495,-0.09038054
11826,BR00117013,r10c23,03,35,9.87721,-0.37559533
11827,BR00117013,r10c23,03,35,13.03669,6.13668
11828,BR00117012,r10c14,04,35,9.535329,7.15526
11829,BR00117012,r10c14,04,35,12.78554,4.808389
11830,BR00117026,r07c04,01,35,9.798648,0.11143457
11831,BR00117026,r07c04,01,35,11.102937,8.936115
11832,BR00117026,r13c17,02,35,10.644844,3.4148948
11833,BR00117026,r13c17,02,35,10.435939,8.548621
11834,BR00117011,r04c22,03,35,9.533752,10.988021
11835,BR00117011,r04c22,03,35,12.579317,3.6446383
11836,BR00117012,r11c19,02,35,9.951206,8.69994
11837,BR00117011,r12c06,09,35,9.95317,-0.48433277
11838,BR00117025,r13c23,04,35,10.313548,8.030329
11839,BR00117011,r11c13,01,35,10.78983,1.7007531
11840,BR00117026,r11c06,09,35,12.016092,4.7370205
11841,BR00117026,r11c06,09,35,12.589106,6.6367755
11842,BR00117026,r11c06,09,35,11.104476,8.357958
11843,BR00117026,r11c06,09,35,10.82352,2.2809293
11844,BR00117013,r06c03,02,35,10.5012245,-2.2420065
11845,BR00117013,r06c03,02,35,11.352365,-0.36470637
11846,BR00117012,r11c16,01,35,10.537242,10.245458
11847,BR00117012,r16c05,08,35,12.216454,1.5599328
11848,BR00117012,r16c05,08,35,10.236511,1.0274507
11849,BR00117012,r16c05,08,35,8.311247,9.950401
11850,BR00116995,r07c18,03,35,8.907458,9.748893
11851,BR00117024,r01c09,02,35,10.360454,6.809042
11852,BR00117026,r06c03,09,35,12.085679,8.164082
11853,BR00117026,r06c03,09,35,9.637355,5.127322
11854,BR00117013,r03c12,09,35,13.16784,5.1177564
11855,BR00117013,r03c12,09,35,10.427183,-0.48650426
11856,BR00117013,r03c12,09,35,10.345854,-2.1656225
11857,BR00117013,r06c01,05,35,9.844074,8.750734
11858,BR00117026,r07c09,05,35,10.672005,-1.1078794
11859,BR00117012,r04c15,01,35,9.142376,8.040361
11860,BR00117012,r04c15,01,35,8.796224,8.523313
11861,BR00117012,r04c15,01,35,9.804399,4.1395497
11862,BR00117013,r13c23,05,35,10.890188,10.261549
11863,BR00117025,r12c02,03,35,11.636038,9.724393
11864,BR00117025,r12c02,03,35,11.841624,6.0200214
11865,BR00117025,r12c02,03,35,11.816782,4.922194
11866,BR00117012,r09c10,06,35,9.644593,1.6779512
11867,BR00117026,r02c03,08,35,12.407463,5.189837
11868,BR00117026,r06c03,07,35,9.756229,5.650318
11869,BR00117025,r08c17,07,35,12.112476,2.2400753
11870,BR00117012,r03c21,01,35,12.31621,2.7620037
11871,BR00117025,r15c18,03,35,9.032326,10.179413
11872,BR00117025,r15c18,03,35,10.163507,2.9229927
11873,BR00117010,r07c18,07,35,11.158785,7.9823127
11874,BR00117026,r14c22,08,35,9.596026,4.280597
11875,BR00117026,r14c22,08,35,11.548094,0.66097856
11876,BR00117013,r04c15,03,35,12.884084,4.4836016
11877,BR00117013,r04c15,03,35,10.276158,-1.3734401
11878,BR00117024,r07c09,07,35,10.5619,-2.2775533
11879,BR00117024,r07c09,07,35,12.9860935,5.7230124
11880,BR00117013,r14c08,07,35,9.212071,10.20448
11881,BR00117013,r14c08,07,35,11.4315405,4.8911376
11882,BR00117024,r09c02,09,35,13.093497,6.3721886
11883,BR00117024,r09c02,09,35,13.190666,6.6029058
11884,BR00117010,r02c03,01,35,8.596647,10.0744
11885,BR00117010,r07c10,05,35,9.483892,10.67727
11886,BR00117011,r12c02,01,35,11.979086,4.738239
11887,BR00117026,r01c02,06,35,11.386588,10.128678
11888,BR00117026,r01c02,06,35,10.788017,4.460332
11889,BR00117026,r01c02,06,35,11.905454,7.1567135
11890,BR00117025,r06c06,05,35,11.728846,3.753944
11891,BR00117013,r06c06,06,35,8.815747,7.763532
11892,BR00117013,r06c06,06,35,11.314205,9.243287
11893,BR00117013,r06c06,06,35,10.814583,0.58074874
11894,BR00117013,r06c06,06,35,12.289143,7.970668
11895,BR00117010,r14c22,01,35,12.253259,8.33323
11896,BR00117010,r14c22,01,35,11.248824,9.60982
11897,BR00116995,r03c21,04,35,9.841655,8.799205
11898,BR00117025,r07c18,07,35,12.217306,7.0447044
11899,BR00117025,r07c18,07,35,12.314356,4.86255
11900,BR00117025,r07c18,07,35,11.025531,9.334525
11901,BR00117024,r04c22,05,35,12.268416,8.294916
11902,BR00117011,r07c18,06,35,10.345264,1.3143886
11903,BR00117011,r07c18,06,35,8.178406,9.847794
11904,BR00117012,r06c06,08,35,10.463296,2.938118
11905,BR00117012,r06c06,08,35,10.293434,-0.15656081
11906,BR00116995,r05c14,01,35,11.358063,8.59077
11907,BR00117025,r13c04,02,35,10.028517,5.3080072
11908,BR00117025,r02c14,01,35,11.710462,5.6502247
11909,BR00116995,r06c06,08,35,10.184463,-1.555581
11910,BR00116995,r06c06,08,35,10.097765,-2.1609256
11911,BR00117024,r05c14,04,35,10.939653,-0.3263766
11912,BR00117024,r05c14,04,35,11.636891,6.338507
11913,BR00117010,r12c05,04,35,10.805567,-0.7985465
11914,BR00117026,r15c07,02,35,10.429228,3.7015724
11915,BR00117026,r15c07,02,35,11.513804,8.5296335
11916,BR00117024,r11c13,02,35,11.00145,2.551455
11917,BR00117024,r08c04,08,35,12.006991,3.3310134
11918,BR00117010,r04c22,04,35,8.419398,9.993691
11919,BR00117025,r03c03,04,35,12.756286,4.1497583
11920,BR00117025,r03c03,04,35,11.284967,8.159986
11921,BR00117025,r03c03,04,35,11.208675,10.776762
11922,BR00117025,r03c03,04,35,11.869285,6.5723467
11923,BR00117013,r13c04,01,35,9.753453,5.917936
11924,BR00117013,r13c04,01,35,12.690528,3.7440178
11925,BR00117013,r13c04,01,35,11.048089,8.588857
11926,BR00117011,r06c01,07,35,11.925266,1.0998265
11927,BR00117011,r06c01,07,35,11.019851,3.7429495
11928,BR00117011,r06c01,07,35,9.5504675,8.01822
11929,BR00117011,r15c18,09,35,9.423408,3.261068
11930,BR00117011,r15c18,09,35,11.083902,10.089703
11931,BR00117011,r15c18,09,35,11.420719,3.3526795
11932,BR00117011,r15c18,09,35,11.651269,6.3367314
11933,BR00117024,r10c23,08,35,10.829922,10.794825
11934,BR00117012,r15c18,09,35,9.782383,1.2264417
11935,BR00117012,r15c18,09,35,12.338663,5.106262
11936,BR00117010,r08c13,07,35,11.3220825,3.2856896
11937,BR00117010,r08c13,07,35,8.882028,6.460132
11938,BR00117010,r08c13,07,35,8.595473,10.466961
11939,BR00117012,r12c18,02,35,11.304792,-0.3280771
11940,BR00117025,r12c05,09,35,10.313019,10.867642
11941,BR00117011,r10c14,07,35,11.203248,5.587492
11942,BR00117011,r01c02,01,35,10.992772,9.44113
11943,BR00117025,r03c21,09,35,11.441552,0.22337012
11944,BR00117026,r15c07,04,35,8.647116,10.323569
11945,BR00117011,r12c18,03,35,9.154417,6.0980687
11946,BR00117011,r07c04,03,35,11.185399,6.1626143
11947,BR00117013,r04c21,09,35,10.083986,2.5583098
11948,BR00117013,r04c21,09,35,8.829838,6.5501223
11949,BR00117024,r09c10,06,35,11.881572,3.7185621
11950,BR00117024,r09c10,06,35,12.71903,3.3523352
11951,BR00117024,r09c10,06,35,12.582227,6.6693926
11952,BR00117024,r01c17,03,35,11.524146,-0.21123393
11953,BR00117011,r14c07,09,35,10.582145,-0.89206374
11954,BR00117025,r05c07,02,35,10.1065,-2.2725031
11955,BR00117025,r05c07,02,35,11.266773,1.8297955
11956,BR00117013,r10c19,06,35,9.534026,4.1774125
11957,BR00116995,r06c09,04,35,11.349055,6.813708
11958,BR00116995,r06c09,04,35,11.815592,9.187528
11959,BR00117011,r09c02,03,35,11.665562,7.8173356
11960,BR00117011,r09c02,03,35,9.901559,1.591762
11961,BR00117011,r13c04,05,35,11.407321,0.4074376
11962,BR00117025,r09c09,05,35,12.482611,5.294837
11963,BR00117025,r03c06,04,35,13.089064,7.043684
11964,BR00117026,r13c17,04,35,12.428031,4.655236
11965,BR00117026,r13c17,04,35,10.587266,6.007252
11966,BR00117010,r05c14,06,35,8.914801,7.114356
11967,BR00116995,r14c08,06,35,11.483946,0.98832905
11968,BR00116995,r14c08,06,35,9.750187,11.547263
11969,BR00117011,r16c05,08,35,11.669466,5.5731864
11970,BR00117011,r16c05,08,35,10.862554,7.415434
11971,BR00117011,r16c05,08,35,11.497853,5.199389
11972,BR00117011,r16c05,08,35,9.615257,10.8492365
11973,BR00117013,r05c14,04,35,9.198931,5.706753
11974,BR00117013,r05c14,04,35,11.983359,8.327654
11975,BR00117013,r04c22,06,35,9.772124,7.8465457
11976,BR00117013,r04c22,06,35,8.479923,9.597729
11977,BR00117013,r04c22,06,35,9.10346,9.94509
11978,BR00117013,r04c22,06,35,9.147536,10.507568
11979,BR00117025,r11c16,05,35,10.190546,5.8378043
11980,BR00117025,r11c16,05,35,13.690959,5.2281303
11981,BR00116995,r08c17,07,35,12.02933,9.331635
11982,BR00117025,r13c17,07,35,10.055603,0.3152154
11983,BR00117025,r13c17,07,35,11.326682,-0.02042269
11984,BR00117011,r14c07,05,35,10.126125,3.7494614
11985,BR00117025,r04c22,05,35,11.453902,9.560901
11986,BR00117025,r04c22,05,35,10.374475,2.4639032
11987,BR00117012,r14c07,05,35,11.903646,8.472855
11988,BR00117013,r12c15,02,35,9.274874,2.4002368
11989,BR00117012,r12c05,01,35,10.960131,-0.51217705
11990,BR00117012,r12c05,01,35,9.89265,10.639195
11991,BR00117013,r03c18,02,35,11.255925,1.7634952
11992,BR00117012,r13c17,03,35,9.21304,2.4313526
11993,BR00117012,r13c17,03,35,10.588355,0.6140809
11994,BR00117011,r12c18,08,35,12.195024,3.3895156
11995,BR00117024,r06c06,02,35,13.064444,5.183881
11996,BR00117024,r06c06,02,35,11.231822,0.9037243
11997,BR00117024,r06c06,02,35,11.771598,0.35646412
11998,BR00117024,r06c06,02,35,11.138292,-0.94339895
11999,BR00117011,r11c05,08,35,11.505342,9.599051
12000,BR00117012,r11c05,02,35,6.391446,9.523333
12001,BR00117011,r04c22,02,35,11.801689,1.5403442
12002,BR00117011,r04c22,02,35,11.996924,8.969287
12003,BR00117026,r13c01,05,35,10.755028,2.5082273
12004,BR00117010,r14c07,08,35,10.34757,3.971416
12005,BR00117010,r14c07,08,35,10.16753,-0.9324184
12006,BR00117010,r14c07,08,35,9.608528,0.03768259
12007,BR00117010,r14c07,08,35,9.814093,7.570651
12008,BR00117010,r14c07,08,35,10.604013,-0.4317378
12009,BR00117011,r14c08,04,35,11.482056,6.4856815
12010,BR00116995,r04c21,05,35,11.073977,-0.75873625
12011,BR00117012,r06c06,09,35,11.877208,6.82861
12012,BR00117011,r13c22,02,35,9.361977,9.0773735
12013,BR00117011,r13c22,02,35,9.327513,3.1759713
12014,BR00117026,r11c19,03,35,9.867083,5.55359
12015,BR00117024,r03c03,06,35,11.3697195,4.7486763
12016,BR00117025,r04c21,06,35,11.190806,-0.95010906
12017,BR00117025,r04c21,06,35,12.027812,6.371749
12018,BR00117026,r12c02,03,35,11.429796,3.3016899
12019,BR00117013,r10c19,08,35,11.980301,7.823487
12020,BR00117013,r10c19,08,35,12.456062,1.1641698
12021,BR00117013,r10c19,08,35,8.392743,9.505745
12022,BR00117024,r13c22,06,35,10.171209,4.2032733
12023,BR00117012,r01c02,06,35,11.48918,9.515684
12024,BR00117024,r06c03,08,35,13.233879,6.7883306
12025,BR00117024,r06c03,08,35,9.785911,11.544371
12026,BR00117026,r08c18,02,35,10.790556,10.307504
12027,BR00117026,r08c18,02,35,10.933092,-0.8170242
12028,BR00117026,r12c15,09,35,11.177341,0.7155062
12029,BR00117025,r12c15,08,35,10.48926,-1.8809636
12030,BR00117025,r12c15,08,35,12.437425,5.616367
12031,BR00117025,r12c15,08,35,11.146472,3.7363715
12032,BR00117010,r15c18,02,35,9.150875,9.461002
12033,BR00117011,r05c07,06,35,10.633982,-1.7062316
12034,BR00117012,r12c06,02,35,9.493667,9.309272
12035,BR00117012,r12c06,02,35,10.713131,4.238524
12036,BR00117012,r12c06,02,35,9.86971,6.505187
12037,BR00117011,r06c09,01,35,8.592058,10.933822
12038,BR00117024,r11c05,03,35,11.267604,6.3345766
12039,BR00117026,r07c18,08,35,11.794191,5.2679243
12040,BR00117026,r07c18,08,35,10.272041,6.9206486
12041,BR00117026,r07c18,08,35,10.813981,-1.6413616
12042,BR00117026,r09c22,07,35,12.912925,6.2473135
12043,BR00117012,r08c04,06,35,9.062008,7.2441673
12044,BR00117012,r08c04,06,35,11.126336,1.9445187
12045,BR00117024,r13c22,05,35,10.597416,3.1540034
12046,BR00116995,r10c14,04,35,12.175299,6.900082
12047,BR00116995,r10c14,04,35,10.154252,8.626486
12048,BR00116995,r10c14,04,35,11.112263,1.972558
12049,BR00116995,r10c14,04,35,10.332498,1.1319262
12050,BR00116995,r16c10,08,35,12.1199665,7.4947047
12051,BR00116995,r16c10,08,35,10.558363,0.11267192
12052,BR00117013,r06c03,01,35,11.249271,-0.047161877
12053,BR00117026,r07c09,09,35,12.424375,5.761847
12054,BR00117025,r11c13,04,35,12.198075,7.167267
12055,BR00117024,r03c18,02,35,12.820905,7.1285596
12056,BR00117024,r03c18,02,35,11.228501,7.011577
12057,BR00117026,r03c03,07,35,11.607188,9.833147
12058,BR00117011,r14c17,03,35,11.56519,6.5694895
12059,BR00117011,r14c17,03,35,9.55422,10.51474
12060,BR00117011,r14c17,03,35,9.750064,6.243539
12061,BR00117026,r15c18,02,35,10.289726,-1.8496796
12062,BR00117026,r15c18,02,35,11.618559,-0.02817568
12063,BR00117026,r15c18,02,35,10.161088,9.76376
12064,BR00117010,r12c18,05,35,11.687413,8.548509
12065,BR00117010,r12c18,05,35,11.286627,8.276768
12066,BR00117026,r16c10,03,35,12.887118,3.864803
12067,BR00117026,r16c10,03,35,9.422889,5.952031
12068,BR00117010,r07c18,05,35,9.850898,3.8786268
12069,BR00117011,r04c15,04,35,9.864861,11.571849
12070,BR00117011,r04c15,04,35,11.353069,1.6433364
12071,BR00117011,r08c13,08,35,12.56354,5.5511975
12072,BR00117011,r08c13,08,35,9.9053135,8.180486
12073,BR00117026,r04c14,02,35,10.406018,10.08052
12074,BR00116995,r03c15,02,35,10.013546,-1.3122239
12075,BR00116995,r03c15,02,35,11.880888,2.428997
12076,BR00116995,r03c15,02,35,11.977926,1.9891057
12077,BR00116995,r03c15,02,35,9.655208,-1.9168186
12078,BR00117024,r12c05,01,35,10.022928,7.8035536
12079,BR00116995,r06c09,08,35,10.2724695,8.519033
12080,BR00116995,r06c09,08,35,13.06295,4.9875
12081,BR00117011,r16c05,05,35,11.7501135,8.69131
12082,BR00117011,r16c05,05,35,10.255942,7.362888
12083,BR00117025,r12c02,06,35,11.87704,3.901117
12084,BR00117025,r12c02,06,35,11.174214,3.1723688
12085,BR00117013,r07c18,08,35,11.149068,9.302705
12086,BR00117013,r07c18,08,35,11.485762,3.4522402
12087,BR00117013,r09c22,05,35,9.272888,4.0080843
12088,BR00117010,r03c06,02,35,11.384496,2.482666
12089,BR00117025,r13c04,04,35,11.639059,0.6787189
12090,BR00117026,r06c09,07,35,11.692788,2.4515386
12091,BR00117010,r08c04,01,35,10.063595,2.8276782
12092,BR00117026,r05c24,09,35,11.689561,3.3885431
12093,BR00116995,r12c05,02,35,11.143834,8.944246
12094,BR00117012,r10c19,06,35,8.728819,6.384321
12095,BR00117012,r10c19,06,35,8.935357,9.5549345
12096,BR00117012,r10c19,06,35,11.072304,-1.229751
12097,BR00117025,r14c08,07,35,13.083898,5.8805947
12098,BR00117024,r06c01,03,35,11.359924,8.718663
12099,BR00117024,r06c01,03,35,11.202093,4.333304
12100,BR00117024,r08c13,02,35,11.481241,5.195934
12101,BR00117024,r14c17,08,35,11.986055,1.8447351
12102,BR00117010,r05c17,01,35,12.764663,3.6690605
12103,BR00116995,r08c13,05,35,9.684239,11.596681
12104,BR00116995,r08c13,05,35,10.010563,2.7031906
12105,BR00116995,r08c13,05,35,11.144176,6.7253304
12106,BR00117026,r09c02,07,35,11.998117,2.4102094
12107,BR00117025,r09c09,06,35,13.24206,5.470194
12108,BR00117025,r09c09,06,35,11.504208,-0.23144388
12109,BR00117025,r09c09,06,35,10.697574,4.702641
12110,BR00116995,r08c10,09,35,10.502667,5.2326765
12111,BR00116995,r08c10,09,35,9.053618,9.492275
12112,BR00116995,r08c10,09,35,11.710542,2.1687593
12113,BR00117013,r08c13,06,35,11.81781,2.7156363
12114,BR00117013,r08c13,06,35,9.96547,10.535823
12115,BR00117025,r06c09,09,35,10.144362,3.2154536
12116,BR00117010,r03c06,09,35,9.123614,6.0632763
12117,BR00117025,r11c16,04,35,10.431148,9.200255
12118,BR00117024,r11c05,04,35,12.352664,7.2757516
12119,BR00117025,r07c10,04,35,12.778003,7.073692
12120,BR00117012,r05c14,03,35,9.628061,6.8137574
12121,BR00117012,r05c14,03,35,11.737714,4.7488422
12122,BR00117026,r04c15,01,35,9.834702,11.1098175
12123,BR00117024,r02c14,01,35,12.468156,3.6810272
12124,BR00117024,r03c03,08,35,9.921612,-2.195855
12125,BR00117024,r03c03,08,35,10.520276,9.354413
12126,BR00117024,r12c06,02,35,10.619927,-0.8949022
12127,BR00117024,r12c06,02,35,11.526967,1.6003754
12128,BR00117024,r12c15,03,35,11.477827,4.224201
12129,BR00117024,r08c13,09,35,9.876363,9.760259
12130,BR00117024,r08c13,09,35,10.333055,4.5505
12131,BR00117010,r05c07,08,35,12.370063,7.7922173
12132,BR00117012,r13c01,09,35,5.7022495,8.906758
12133,BR00117012,r13c01,09,35,5.898801,8.98865
12134,BR00117012,r13c01,09,35,7.2830105,9.780578
12135,BR00117012,r13c01,09,35,7.716157,9.570642
12136,BR00117011,r11c16,01,35,10.528429,7.1243258
12137,BR00117011,r11c16,01,35,9.310834,9.024105
12138,BR00117012,r08c04,08,35,11.493215,0.14232928
12139,BR00117012,r08c04,08,35,10.454388,-1.3341227
12140,BR00117012,r08c04,08,35,9.9633465,-1.8385695
12141,BR00117012,r08c04,08,35,12.418372,4.3045025
12142,BR00117025,r01c09,03,35,11.349074,0.38954094
12143,BR00117013,r16c10,09,35,9.611149,2.4930356
12144,BR00117013,r16c10,09,35,10.423903,10.054833
12145,BR00117026,r04c22,02,35,10.462594,5.410561
12146,BR00117025,r14c08,04,35,11.281668,9.012662
12147,BR00117025,r14c08,04,35,12.109154,1.7219251
12148,BR00117025,r14c08,04,35,11.477443,10.38934
12149,BR00117025,r14c08,04,35,9.91042,10.782862
12150,BR00117010,r06c03,01,35,9.245771,1.7168515
12151,BR00117011,r03c06,01,35,11.609721,0.43325114
12152,BR00117011,r03c06,01,35,13.0305605,4.8964977
12153,BR00117011,r03c06,01,35,9.922653,10.918352
12154,BR00117011,r02c03,09,35,11.455259,3.7115633
12155,BR00117011,r02c03,09,35,11.445915,6.14174
12156,BR00117010,r16c05,06,35,11.410569,6.131754
12157,BR00117010,r16c05,06,35,11.469087,10.252027
12158,BR00117026,r08c10,02,35,9.583573,9.449225
12159,BR00117026,r08c10,02,35,11.717355,0.7351167
12160,BR00117026,r08c10,02,35,11.876482,6.167344
12161,BR00117026,r08c10,02,35,11.111564,3.186501
12162,BR00117010,r09c09,06,35,9.933168,11.245522
12163,BR00117024,r01c09,08,35,11.63562,9.389878
12164,BR00117013,r10c19,05,35,12.239295,7.0166373
12165,BR00117013,r10c19,05,35,8.853074,11.092914
